ID,Type,Artikelnummer,Naam,Gepubliceerd,Uitgelicht?,Zichtbaarheid in catalogus,Korte omschrijving,Beschrijving,Startdatum actieprijs,Einddatum actieprijs,Btw status,Belastingklasse,Op voorraad?,Voorraad,Lage voorraad,Nabestellingen toestaan?,Wordt individueel verkocht?,Gewicht (kg),Lengte (cm),Breedte (cm),Hoogte (cm),Klantbeoordelingen toestaan?,Aankoopnotitie,Actieprijs,Reguliere prijs,Categorieën,Tags,Verzendklasse,Afbeeldingen,Downloadlimiet,Dagen vervaltijd download,Hoofd,Gegroepeerde producten,Upsells,Cross-sells,Externe URL,Knop tekst,Positie
744685,simple,,Oriënteren (waarden),0,,visible,Cliënten leren meer over persoonlijke waarden en ontdekken wat hun eigen waarden zijn.,,,,taxable,,1,,,0,0,,,,,0,,,"€ 6,25","Zorgthema (Area of care) > Generiek, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Generiek, Therapievorm (Form of therapy) > Acceptance and commitment therapie (ACT), Uitgever > Karify","ACT, algemeen, welzijn, acceptatie, commitment, waarden, SGGZ, Basis GGZ, POH GGZ, Herstelgerichte zorg & acceptatie",,,,,,,,,,,0
744686,simple,,Investeren (toegewijd handelen),0,,visible,Cliënten gaan aan de slag met een aantal persoonlijke waarden en maken een plan om hier meer ruimte in hun leven voor te geven.,,,,taxable,,1,,,0,0,,,,,0,,,"€ 6,25","Zorgthema (Area of care) > Generiek, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Generiek, Therapievorm (Form of therapy) > Acceptance and commitment therapie (ACT), Uitgever > Karify","ACT, algemeen, welzijn, acceptatie, commitment, waarden, toegewijd handelen, SGGZ, Basis GGZ, POH GGZ, Herstelgerichte zorg & acceptatie",,,,,,,,,,,0
744687,simple,,Integreren (psychologische flexibiliteit),0,,visible,Cliënten stellen voor zichzelf een ACTieplan op. Dit helpt hen om in de toekomst om te gaan met vervelende ervaringen en gedachten.,,,,taxable,,1,,,0,0,,,,,0,,,"€ 6,25","Zorgthema (Area of care) > Generiek, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Generiek, Therapievorm (Form of therapy) > Acceptance and commitment therapie (ACT), Uitgever > Karify","ACT, algemeen, welzijn, acceptatie, commitment, toegewijd handelen, persoonlijke veerkracht psychologische flexibiliteit, SGGZ, Basis GGZ, POH GGZ, Herstelgerichte zorg & acceptatie",,,,,,,,,,,0
744688,simple,,Piekerdagboek,0,,visible,Jongeren die veel piekeren houden hun eigen piekergedachten bij en schrijven op wat zij deden om het piekeren te stoppen.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Generiek, Zorgthema (Area of care) > Stress, Doelgroep (Target audience) > 12 - 16 jaar, Vorm van zorg (Form of care) > Kind en jeugd, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Uitgever > Karify","piekeren, registratie, zorgen maken, korte tool, dagboek, pieker, gepieker, zorgen, zorgen maken, gedachten, denken, gedacht, denk",,,,,,,,,,,0
744689,simple,,Mijn zelfbeeld,0,,visible,"Jongeren met een negatief zelfbeeld leren wat een negatief en positief zelfbeeld is, hoe het ontstaat en welke gevolgen een negatief zelfbeeld heeft.",,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Zelfbeeld, Doelgroep (Target audience) > 12 - 16 jaar, Vorm van zorg (Form of care) > Kind en jeugd, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Uitgever > Karify","zelfbeeld, negatief zelfbeeld, positief zelfbeeld, zelfvertrouwen, psycho-educatie, sterke kanten, kwaliteiten",,,,,,,,,,,0
744690,simple,,Zelfbeeld,0,,visible,Cliënten krijgen inzicht in hun eigen zelfbeeld en ontdekken welke invloed dit heeft op hun gedrag.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Zelfbeeld, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > Forensische zorg (FZ), Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Uitgever > Karify","AR op Maat, agressieregulatie, zelfbeeld, negatief zelfbeeld, zelfvertrouwen, niet helpend-zelfbeeld, helpende vaardigheden, helpende eigenschappen",,,,,,,,,,,0
744691,simple,,Welkom,0,,visible,Cliënten krijgen een introductie over de AR op maat zelfbeeld module en leren wat hiervan het doel is.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Zelfbeeld, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > Forensische zorg (FZ), Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Uitgever > Karify","AR op Maat, agressieregulatie, zelfbeeld, negatief zelfbeeld, zelfvertrouwen, niet helpend-zelfbeeld, helpende vaardigheden, helpende eigenschappen, introductie, welkom",,,,,,,,,,,0
744692,simple,,Wat is een zelfbeeld?,0,,visible,Cliënten leren wat een helpend en niet-helpend zelfbeeld is en wat zij herkennen. Ook benoemen zij hun positieve vaardigheden en eigenschappen.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Zelfbeeld, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > Forensische zorg (FZ), Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Uitgever > Karify","AR op Maat, agressieregulatie, zelfbeeld, negatief zelfbeeld, zelfvertrouwen, niet helpend-zelfbeeld, helpende vaardigheden, helpende eigenschappen",,,,,,,,,,,0
744693,simple,,Zelfbeeld en triggers,0,,visible,Cliënten onderzoeken in welke situatie zij negatief over zichzelf denken en hoe deze gedachten invloed hebben op hun denken en doen.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Zelfbeeld, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > Forensische zorg (FZ), Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Uitgever > Karify","AR op Maat, agressieregulatie, zelfbeeld, negatief zelfbeeld, zelfvertrouwen, niet helpend-zelfbeeld, helpende vaardigheden, helpende eigenschappen, triggers, kwaliteiten",,,,,,,,,,,0
744694,simple,,Hoe ontstaat een niet helpend-zelfbeeld?,0,,visible,Cliënten krijgen uitleg over hoe een negatief zelfbeeld kan ontstaan en brengen hun eigen situatie in kaart.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Zelfbeeld, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > Forensische zorg (FZ), Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Uitgever > Karify","AR op Maat, agressieregulatie, zelfbeeld, negatief zelfbeeld, zelfvertrouwen, niet helpend-zelfbeeld, helpende vaardigheden, helpende eigenschappen, oorzaak, ontstaan",,,,,,,,,,,0
744695,simple,,Zelfbeeld compenseren,0,,visible,Cliënten krijgen uitleg over manieren waarop zij een niet-helpend zelfbeeld kunnen compenseren. Ook brengen zij hun eigen situatie in kaart.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Zelfbeeld, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > Forensische zorg (FZ), Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Uitgever > Karify","AR op Maat, agressieregulatie, zelfbeeld, negatief zelfbeeld, zelfvertrouwen, niet helpend-zelfbeeld, helpende vaardigheden, helpende eigenschappen, compenseren, positief compenseren",,,,,,,,,,,0
744696,simple,,Zelfbeeld verbeteren,0,,visible,Cliënten gaan aan de slag met verschillende oefeningen zodat zij zich meer tevreden over zichzelf voelen.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Zelfbeeld, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > Forensische zorg (FZ), Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Uitgever > Karify","AR op Maat, agressieregulatie, zelfbeeld, negatief zelfbeeld, zelfvertrouwen, niet helpend-zelfbeeld, helpende vaardigheden, helpende eigenschappen, bescherming, zelfvertrouwen, zelfverzekerd",,,,,,,,,,,0
744697,simple,,Minder zelf-ondermijnend denken,0,,visible,Cliënten leren zich bewust te worden van momenten waarop zij zelf-ondermijnende gedachten hebben en oefenen met helpend denken over zichzelf.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Zelfbeeld, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > Forensische zorg (FZ), Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Uitgever > Karify","AR op Maat, agressieregulatie, zelfbeeld, negatief zelfbeeld, zelfvertrouwen, niet helpend-zelfbeeld, helpende vaardigheden, helpende eigenschappen, zelf-ondermijnend denken, helpende gedachten, taartpunttechniek, voor- en nadelen",,,,,,,,,,,0
744698,simple,,Zelfvertrouwen vergroten,0,,visible,Cliënten gaan aan de slag met oefeningen om hun zelfvertrouwen te vergroten.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Zelfbeeld, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > Forensische zorg (FZ), Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Uitgever > Karify","AR op Maat, agressieregulatie, zelfbeeld, negatief zelfbeeld, zelfvertrouwen, niet helpend-zelfbeeld, helpende vaardigheden, helpende eigenschappen, positief logboek, zelfvertrouwen",,,,,,,,,,,0
744699,simple,,Afsluiting,0,,visible,Cliënten brengen in kaart welke oefeningen of manieren zij uit deze module kan gebruiken om zijn zelfbeeld te verbeteren.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Zelfbeeld, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > Forensische zorg (FZ), Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Uitgever > Karify","AR op Maat, agressieregulatie, zelfbeeld, negatief zelfbeeld, zelfvertrouwen, niet helpend-zelfbeeld, helpende vaardigheden, helpende eigenschappen, evaluatie",,,,,,,,,,,0
744700,simple,,Wat is een persoonlijkheidsstoornis?,0,,visible,"Cliënten leren wat een persoonlijkheidsstoornis is, hoe het ontstaat, wat de gevolgen zijn en hoe het behandeld kan worden.",,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Persoonlijkheid, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Psycho-educatie (alleen toeschrijven als er geen andere therapievorm van toepassing is), Uitgever > Karify","persoonlijkheid, persoonlijkheidsstoornis, identiteit, persoonlijkheidsproblematiek, cluster a, cluster b, cluster c, paranoïde persoonlijkheidsstoornis, schizoïde-persoonlijkheidsstoornis, schizotypische persoonlijkheidsstoornis, antisociale persoonlijkheidsstoornis, borderline persoonlijkheidsstoornis, theatrale persoonlijkheidsstoornis, narcistische persoonlijkheidsstoornis, vermijde persoonlijkheidsstoornis, afhankelijke persoonlijkheidsstoornis, dwangmatige persoonlijkheidsstoornis",,,,,,,,,,,0
744701,simple,,Mijn sterke kanten,0,,visible,Kinderen leren dat iedereen ergens goed in is en ontdekken wat hun eigen sterke kanten zijn.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Generiek, Doelgroep (Target audience) > 6 - 12 jaar, Vorm van zorg (Form of care) > Kind en jeugd, Therapievorm (Form of therapy) > Positieve psychologie, Uitgever > Karify","Positieve psychologie, sterke kanten, positieve kanten, tool, toolbox, zelfbeeld, goed, kwaliteiten",,,,,,,,,,,0
744702,simple,,Mijn sterke kanten,0,,visible,Jongeren leren dat iedereen ergens goed in is en ontdekken wat hun eigen sterke kanten zijn.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Generiek, Doelgroep (Target audience) > 12 - 16 jaar, Vorm van zorg (Form of care) > Kind en jeugd, Therapievorm (Form of therapy) > Positieve psychologie, Uitgever > Karify","Positieve psychologie, sterke kanten, positieve kanten, tool, toolbox, zelfbeeld, goed, kwaliteiten",,,,,,,,,,,0
744703,simple,,Mijn successen,0,,visible,Jongeren leren zichzelf meer op de positieve dingen te richten en op een positievere manier naar zichzelf te kijken.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Generiek, Doelgroep (Target audience) > 12 - 16 jaar, Vorm van zorg (Form of care) > Kind en jeugd, Therapievorm (Form of therapy) > Positieve psychologie, Uitgever > Karify","Positieve psychologie, tool, toolbox, successen, positieve gebeurtenissen, leuke gebeurtenissen, complimenten, zelfbeeld",,,,,,,,,,,0
744704,simple,,Beter in balans,0,,visible,Volwassenen met een bipolaire stoornis leren wat zij zelf kunnen doen om hun stemming beter in balans te houden.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Stemming, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Overig, Uitgever > Karify","Zelf-management, bipolaire stoornis, manie, manische episode, depressie, depressieve episode, balans, preventie, signaleringsplan, life-chart, Basis GGZ, Specialistische GGZ",,,,,,,,,,,0
744705,simple,,Wat je moet weten over cocaïne,0,,visible,Volwasssenen die hun cocaïnegebruik willen veranderen leren over cocaïne en zettten hun eerste stap tot verandering.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Verslaving, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > (Flexible) Assertive Community Treatment (FACT), Vorm van zorg (Form of care) > Forensische zorg (FZ), Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Psycho-educatie (alleen toeschrijven als er geen andere therapievorm van toepassing is), Uitgever > Karify","cocaïne, basecoke, snuifcoke, crack, drugs, verslaving, drugsverslaving, cocaïneverslaving, stoppen met cocaïne, ontwenningsverschijnselen, risico’s van gebruik",,,,,,,,,,,0
744706,simple,,Wat je moet weten over cannabis,0,,visible,Volwassenen die hun cannabisgebruik willen veranderen leren over cannabis en zetten hun eerste stap tot verandering. ,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Verslaving, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > (Flexible) Assertive Community Treatment (FACT), Vorm van zorg (Form of care) > Forensische zorg (FZ), Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Psycho-educatie (alleen toeschrijven als er geen andere therapievorm van toepassing is), Uitgever > Karify","cannabis, wiet, hasj, cannabisgebruik, drugs, verslaving, drugsverslaving, cannabisverslaving, stoppen met cannabis, ontwenningsverschijnselen, risico’s van gebruik",,,,,,,,,,,0
744707,simple,,Grip op Agressie - Module 3: Herkennen van Gedachten,0,,visible,"Volwassenen met een lichte verstandelijke beperking en agressief (delict) gedrag leren over gedachten, gevoelens en gedrag.",,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Impulscontrole en emotieregulatie, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Doelgroep (Target audience) > Licht Verstandelijke Beperking (LVB), Vorm van zorg (Form of care) > Forensische zorg (FZ), Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Therapievorm (Form of therapy) > Oplossingsgerichte therapie, Uitgever > Trajectum","agressie,  agressief, agressieve, impulscontrole, grip, GOA, LVB",,,,,,,,,,,0
744708,simple,,My life: Relaties & seks,0,,visible,"Jongeren leren over verliefdheid, relaties en seks en oefenen met hoe zij hierover kunnen praten.",,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Sociale contacten en relaties, Doelgroep (Target audience) > 16 - 25 jaar, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > Kind en jeugd, Vorm van zorg (Form of care) > POH GGZ, Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Overig, Uitgever > Karify","relaties, intieme relaties, partner, seks, seksualiteit, sex, verkering, vriendje, vriendinnetje",,,,,,,,,,,0
744709,simple,,Leren ontspannen,0,,visible,Jongeren die vaak gespannen zijn leren spanning bij zichzelf te herkennen en wat zij kunnen doen om te ontspannen.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Generiek, Zorgthema (Area of care) > Leefstijl, Zorgthema (Area of care) > Stress, Doelgroep (Target audience) > 12 - 16 jaar, Vorm van zorg (Form of care) > Kind en jeugd, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Uitgever > Karify","stress, spanning, ontspannen, relaxen, ontspannende activiteiten, ontspanningsoefeningen, helpend denken, zelfzorg, ontspanningsdagboek",,,,,,,,,,,0
744710,simple,,Mijn doelen,0,,visible,Jongeren leren hoe zij SMART doelen kunnen formuleren.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Generiek, Doelgroep (Target audience) > 12 - 16 jaar, Vorm van zorg (Form of care) > Kind en jeugd, Therapievorm (Form of therapy) > Overig, Uitgever > Karify","doelen, SMART methode, richting, algemeen, motivatie, focus, wensen, dromen, bereiken, toekomst",,,,,,,,,,,0
744711,simple,,Wat is ADHD?,0,,visible,Jongeren met ADHD leren over ADHD en wat dit voor hen betekent. Ook krijgen ze tips om hiermee om te gaan. ,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Aandacht en concentratie, Doelgroep (Target audience) > 12 - 16 jaar, Vorm van zorg (Form of care) > Kind en jeugd, Therapievorm (Form of therapy) > Positieve psychologie, Therapievorm (Form of therapy) > Psycho-educatie (alleen toeschrijven als er geen andere therapievorm van toepassing is), Uitgever > Karify","ADHD, Attention Deficit Hyperactivity Disorder, aandacht, aandachtstekortstoornis, hyperactiviteit, ADD, Attention Deficit Disorder, psycho-educatie, uitleg, impulsiviteit, impulsief, hyper, aandachtsproblemen, druk, afwezig",,,,,,,,,,,0
744712,simple,,Tics (ouders),0,,visible,Ouders/verzorgers van een kind met tics krijgen uitleg over tics en hoe zij hiermee kunnen omgaan.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Ontwikkeling, Doelgroep (Target audience) > Ouders of verzorgers, Vorm van zorg (Form of care) > Kind en jeugd, Therapievorm (Form of therapy) > Positieve psychologie, Therapievorm (Form of therapy) > Psycho-educatie (alleen toeschrijven als er geen andere therapievorm van toepassing is), Uitgever > Karify","tics, ticstoornis, Gilles de la Tourette, Tourette, beweeg tics, geluid tics, gedachten tics, dwangmatige tics, onwillekeurige bewegingen, onverwachte bewegingen, terugkerende bewegingen, onwillekeurige geluiden, onverwachte geluiden, terugkerende geluiden",,,,,,,,,,,0
744713,simple,,Tics (ouders),0,,visible,Ouders/verzorgers van een kind met tics krijgen uitleg over tics en hoe zij hiermee kunnen omgaan.,,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Ontwikkeling, Doelgroep (Target audience) > Ouders of verzorgers, Vorm van zorg (Form of care) > Kind en jeugd, Therapievorm (Form of therapy) > Positieve psychologie, Therapievorm (Form of therapy) > Psycho-educatie (alleen toeschrijven als er geen andere therapievorm van toepassing is), Uitgever > Karify","tics, ticstoornis, Gilles de la Tourette, Tourette, beweeg tics, geluid tics, gedachten tics, dwangmatige tics, onwillekeurige bewegingen, onverwachte bewegingen, terugkerende bewegingen, onwillekeurige geluiden, onverwachte geluiden, terugkerende geluiden",,,,,,,,,,,0
744714,simple,,Tics,0,,visible,"Kinderen met tics krijgen uitleg over tics, leren hiermee om te gaan en worden aangemoedigd om hun positieve eigenschappen te ontdekken.",,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Ontwikkeling, Doelgroep (Target audience) > Ouders of verzorgers, Vorm van zorg (Form of care) > Kind en jeugd, Therapievorm (Form of therapy) > Positieve psychologie, Therapievorm (Form of therapy) > Psycho-educatie (alleen toeschrijven als er geen andere therapievorm van toepassing is), Uitgever > Karify","tics, ticstoornis, Gilles de la Tourette, Tourette, beweeg tics, geluid tics, gedachten tics, dwangmatige tics, onwillekeurige bewegingen, onverwachte bewegingen, terugkerende bewegingen, onwillekeurige geluiden, onverwachte geluiden, terugkerende geluiden",,,,,,,,,,,0
744715,simple,,Tics,0,,visible,"Kinderen met tics krijgen uitleg over tics, leren hiermee om te gaan en worden aangemoedigd om hun positieve eigenschappen te ontdekken.",,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Ontwikkeling, Doelgroep (Target audience) > Ouders of verzorgers, Vorm van zorg (Form of care) > Kind en jeugd, Therapievorm (Form of therapy) > Positieve psychologie, Therapievorm (Form of therapy) > Psycho-educatie (alleen toeschrijven als er geen andere therapievorm van toepassing is), Uitgever > Karify","tics, ticstoornis, Gilles de la Tourette, Tourette, beweeg tics, geluid tics, gedachten tics, dwangmatige tics, onwillekeurige bewegingen, onverwachte bewegingen, terugkerende bewegingen, onwillekeurige geluiden, onverwachte geluiden, terugkerende geluiden",,,,,,,,,,,0
744716,simple,,Wat is een bipolaire stoornis?,0,,visible,"Volwassenen met een bipolaire stoornis krijgen uitleg over de stoornis en de behandelmogelijkheden, en onderzoeken wat dit voor hen betekent.",,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Stemming, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Psycho-educatie (alleen toeschrijven als er geen andere therapievorm van toepassing is), Uitgever > Karify","stemming, manie, depressie, manische episode, depressieve episode, stemmingswisselingen, psycho-educatie, Basis GGZ, Specialistische GGZ",,,,,,,,,,,0
744717,simple,,Depressie,0,,visible,"Volwassenen met een depressie krijgen uitleg over de stoornis, worden aangemoedigd meer te ondernemen en leren hun gedachten uit te dagen.",,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Stemming, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > POH GGZ, Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Therapievorm (Form of therapy) > Gedragsactivatie, Uitgever > Karify","stemming, depressie, somber, somberheid, CGT, gedragsactivatie, down",,,,,,,,,,,0
744718,simple,,Wat is een depressie?,0,,visible,"Volwassenen met een depressie krijgen uitleg over de stoornis, worden aangemoedigd meer te ondernemen en leren hun gedachten uit te dagen.",,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Stemming, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > POH GGZ, Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Therapievorm (Form of therapy) > Gedragsactivatie, Uitgever > Karify","stemming, depressie, somber, somberheid, CGT, gedragsactivatie, down",,,,,,,,,,,0
744719,simple,,Meer ondernemen,0,,visible,"Volwassenen met een depressie krijgen uitleg over de stoornis, worden aangemoedigd meer te ondernemen en leren hun gedachten uit te dagen.",,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Stemming, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > POH GGZ, Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Therapievorm (Form of therapy) > Gedragsactivatie, Uitgever > Karify","stemming, depressie, somber, somberheid, CGT, gedragsactivatie, down",,,,,,,,,,,0
744720,simple,,Leefstijl,0,,visible,"Volwassenen met een depressie krijgen uitleg over de stoornis, worden aangemoedigd meer te ondernemen en leren hun gedachten uit te dagen.",,,,taxable,,1,,,0,0,,,,,0,,,,"Zorgthema (Area of care) > Stemming, Doelgroep (Target audience) > 16 - 25 jaar, Doelgroep (Target audience) > Volwassenen, Doelgroep (Target audience) > Ouderen, Vorm van zorg (Form of care) > Basis GGZ, Vorm van zorg (Form of care) > POH GGZ, Vorm van zorg (Form of care) > Specialistische GGZ, Therapievorm (Form of therapy) > Cognitieve gedragstherapie (CGT), Therapievorm (Form of therapy) > Gedragsactivatie, Uitgever > Karify","stemming, depressie, somber, somberheid, CGT, gedragsactivatie, down",,,,,,,,,,,0
